id,comments
853,"We had a wonderful stay at the Carriage House. It had everything we needed and even more. The place was very clean, comfortable, luminous and decorated with taste. The neighbourhood was lively with stores and restaurants from a short distance walk. Sarah was a great host, very helpful and friendly. We definitely recommend this place."
854,"The apartment was extremely comfortable and although Terry was not around himself when we arrived, the apartment had low lights left on and looked very welcoming.  No complaints at all."
855,"Instantly replied and helped me book the day before. Was totally available for any help. Place was totally easy to locate and effortless to get into. Room was completely clean, as was house. We had access to everything. Very quiet and warm. Even had shelves/hangers, etc! Anyway, perfect hosts, friendly & never awkward. Would totally recommend!"
856,"Nice, practical and efficient, would recommend for a short stay in central Boston."
857,We just had a 2.5 week road trip and spent two nights here. This was our favorite place including other airbnb and hotels. It was very clean and private. Everything they could have done to make our stay perfect was done. Having a place to park was great. Even though the place isn't downtown Boston it was super easy to walk anywhere we wanted. Stephen and Megan were really nice and great hosts and easy to get in touch with for any questions! If we are ever in Boston again we won't hesitate to book here!
858,"The apartment was definitely true to the photos and to it's write-up.  It was clean and well-appointed although we didn't take advantage of the kitchen facilities.  There are so many places to eat out in Boston, we didn't bother with trying to feed ourselves.
The location was great.  There are bus lines and subway stations very close by and the neighbourhood was comfortable to walk around with a coffee shop just steps away.
The host was very helpful and solicitous to our needs and responded quickly to questions before our arrival.  We did not meet her but the instructions for getting into the apartment and for the use of facilities in the apartment were clear.
I would recommend this accommodation with no qualms.  I slept in the foldout ""chair"" in the office space for 5 nights--very comfortable it was."
859,Nigel and Eva are very nice people and they were always available for anything I needed. The room is nice and clean. The restroom is really clean and with all you need.
860,"Great location in Boston--close to many delicious italian restaurants (Salem and Hanover street) and a 10-min walk to TD Garden. It's not obvious to find the entrance but thanks to the previous airbnb reviews we found it easily!

Like other airbnb members mentioned, you can hear the people above you and in the stairway pretty well--but it didn't bother us. I'd say this place is perfect for 2 people (3 is doable but a bit tight, 2 is ideal) looking for a nice, clean and conveniently located apartment in Boston!"
861,Great host! Great food! Great service!
862,"We had five people staying at the house for three nights, and everything was perfect.  Check-in and check-out went very smoothly.  The house is beautifully furnished and very comfortable.  Ten-minute walk to the Savin Hill metro station.  Overall, it was a fabulous experience."
863,"This studio apartment is perfect for a  (website hidden) was perfectly located near excellent eateries,laundrymat and easy walk to the centre.We loved Boston and this excellent accommodation made it a perfect few days.
Highly recommended.
Great shower...a very comfortable bed.Thanks.
"
864,Good communication and very accommodating.
865,"Jose was quick to answer any questions and even let us check in earlier than agreed upon. The apartment looks even better in person -- very spacious and lots of natural light. The location is wonderful, too. I highly recommend this apartment!!"
866,"Quiet, charming, private, great location, a lovely refuge in the city."
867,"I didn't meet Izzy, but his brother is so nice! We talked about our experience in university and watched a football game together with another airbnber. He also recommended me some restaurants in the neighborhood. 
The room is nice, a little bit small but worth the price. I could find almost everything I need. The location of the house is also good, close to the train station and just a few minutes walk."
868,"Overall, Jim's place was great. It was clean, fairly quiet and in a great location. "
869,It was a really nice and convenient place. We discovered this lovely neighborhood with the willy's bar and the south end buttery. It was like living in Boston for few days. 
870,"YuChen was a good host. My brother and I stayed with him in Boston for two nights in summer 2015. Arrival and departure were smooth and YuChen welcomed us with a cold drink! The room had a fan rather than AC, but that was fine for us. We were able to use the kitchen for cooking and there were good transport links to central Boston and Cambridge. I would recommend YuChen's apartment if you needed somewhere to stay while visiting Boston."
871,My friend and I didn't get to meet Christine personally but we enjoyed our stay! The apartment is close to the bus stop and subway station so it was really convenient. Really pretty and clean apartment so our overall experience was great! Thanks Christine! :)
872,"Great location, wonderful house with a fantastic kitchen if needed. Hassle-free communication with the host."
873,"Positive feedback
Good location. Near T.
Good neighborhood.
Good experience with Jeff."
874,"we stayed a bit more longer than one week in July in Mary Kate's apartment and it can be summarised by one word= PERFECT!
All you want is there: Apartment is very confortable, very well furnished and very good size with a bedroom separeted from Dining room . It's also very well located (Prudential less than 10 min by foot and same to reach Grey silverline bus station to join center of Boston with Very good rate also!
Moreover,  there is a terrace on the roof of the building with chairs & tables which is very nice to have a drink after a long day visit with a very good view on Boston! 
At least ,Mary Kate is also very lovely women and was very carefull with us. (i.e take care about my wife who do not speek english very well

For sure I will contact her again next time I will come in Boston!"
875,"We stayed at Urban Oasis for a week in early September for our Honeymoon. Andrea greeted us on arrival and showed us where everything was and how everything worked. Andrea is a wonderful host  and has fantastic knowledge of the area. We tried a lot of the recommendations and they were great, and sadly we missed out on some homemade scones!
The space itself is wonderful. It's like a treasure trove! It is lovely and clean and has everything you could think of that you might need! Take time to read the information that has been put together and collected as it really helped us decide where to eat/places to visit.
We really liked the fact that you had your own space, but Andrea was just at the end of the phone if we needed her. 
Me and my husband would come and stay again the next time we are in Boston, we loved it!"
876,"This is a wonderful apartment in a great neighborhood!  The photos very accurately represent the place, which is comfortable, clean and spacious.  It was a perfect <80><9c>home away from home<80><9d> for my visiting family!  Also, Harry was very accommodating with a last minute guest addition <80><93> much appreciated!"
877,Great view-- and nice loft. Thanks for the stay!
878,"This was my first experience with airbnb and it could not have been better.  Ravi was incredibly helpful, the apartment was in an amazing location and this really made our trip to Boston. The apartment was a bit cold, however with winter in Boston this was to be expected. I would heartily recommend both his apartment and him! "
879,"Was travelling alone and this was just perfect. Was warm, shower worked well and the place had everything I needed. 

Sean had everything set up, he was also friendly and responded quickly during the booking stage. While I was in Boston he was available if I had a problem with anything, which I didn't. 

The street the apartment is on is quiet, and there are supermarkets, bars, subway etc nearby. 

All in all a very good deal. "
880,The host canceled this reservation the day before arrival. This is an automated posting.
881,"Gary was an excellent host.  He responded very quickly on email and was very welcoming when we arrived.  He gave us enough recommendations for places to eat and drink for a much longer stay and all the ones we tried were great.  The apartment was very clean, a great size and in a good neighbourhood.  The roof terrace was lovely.  Very nice touch that Gary left a bottle of wine for us to enjoy.  The location of the apartment was very covenient for the T and getting into Boston, but there are also great bars and restaurants locally.  I would love to stay in Gary's apartment on my next trip to Boston."
882,"Comfy bed, loads of hot water and fast Wi-Fi, very enjoyable stay !!"
883,Everything was exactly as described.  Peter and Stella were great and made us feel welcome immediately.  We had our 5 month old puppy with us and he was greeted by Buck (the dog) who was happy to share his place.  Thank you so much for everything.
884,"Great spot walking distance to food, drink, and short bus ride to Ashmont T."
885,"We had the best time in Larry's apt,
The neighbourhood is the best location in the city. Cedar St is a quite street that is very close to the main street of neighbourhood (Charles St) and to the nearest Starbucks.

The apt is very spacious and clean. But best thing about it are the cats! Romulus is smart and is actually in charge, and Remus is his sweet sidekick. Both of them really changed our experience for the better, and they made us smile every time we came in.

""A house without a cat is just a house and with a cat - it's home""
"
886,"I did not get to meet Lyndsay, but she gave me restaurant suggestions and was flexible on the check in time, very much appreciated. The room was as pictured and described, the bed was comfortable. The neighborhood was in walking distance to the airport shuttle at the Blue T-station. The places was exactly what I needed, convenient to the airport and local transportation, WiFi internet a bed and a shower. I would recommend it to anyone else needing a place to stay that does not want to pay the high Boston hotel prices! "
887,"Nice stay in Boston, everything was fine. The Sean's condo was little but generous. Very close to the subway. Quite. We enjoy our stay in Boston. Wonderful town...this place was a part of our fabulous trip. Thanks again"
888,"Our host gave a rather accurate description of the house facilities and the suggestions for things to do in the area, which is a very nice one.
They provided us some food for our first breakfast that was also very appreciated! We definitely recommend it.
"
889,"My first visit to Boston made easy by Michelle.   
I arrived late and she took excellent care of me.   Making sure my stay was as pleasant as possible even though I was away a lot.   She replied to my txt msg on anything and even drove me to catch my plane when the taxi didn't show up in the morning.  ( I feel terrible about that since it was 6 am in the morning). Michelle insisted.   She is a genuine Bostoner and as kind as they get I can only assume?   
Roxbury is not down town but close enough.  The flat is spacious an shared with two other apartments.   No conflicts what so ever.  Michelle is a decent baker and although you should not expect it, she might leave a cake or a pie or just something for you to nibble on.   Good place of you will be spending some time in the Longwood mefical area.   
Many thanks Michelle,  I appreciate your hospitality.  "
890,"From the bedroom to the bathroom and kitchen, the supreme level of cleanliness of Doug's residence rivals that of a number of hotels I have stayed at in the past. The commute to and from his location is a little bit tricky since you generally will need to transfer to a bus to get there, but that is more than made up for by the fact that it is a brilliantly quiet neighbourhood and one that gives you a look into a side of residential Boston altogether skipped by tourists. Being the thorough individual that he is, Doug gave me a compete orientation upon arrival about the amenities at his place and everything I needed to know to get in and out of the area. His instructions for catching the bus to the subway and vice versa were clear and concise, and even coming back all the way from Allston to his place at 11:45pm was a breeze. I regret that I only was in town for one evening and did not get a chance to know Doug better, but he was truly friendly and very accommodating throughout my brief stay."
891,"This is my first experience on airbnb, but I'm sure this must be one of my best experience. I'm so lucky to meet Veronika who is a nice, kindly, warmth and optimistic lady. She helped me so much that   beyond my imagination. Her lovely dog，Dennis，and her beautiful house made our trip so exciting and fantastic . The house is so clean that I  always worried about how to keep it. Although our bedroom and dining room is in the basement, we did not feel any uncomfortable ,because the house has a perfect air system which makes the air in the house remain fresh all day long. Since the dining room and the garden are so beautiful, we spent very little time in our own room. There are no pictures of the outside on airbnb, so you will be surprised when you get there. The house is in a perfect block where local people live. It is beautiful ,quiet, peaceful and convenience to anywhere. Five minutes walk to T, to groceries, to restaurants and to the supermarket. Veronika made dedicate breakfast of the fruits and vegetables from her garden, so we can eat natural and organic food every day. I'm sure you must love here as long as you are not the person who is only used to that luxurious hotel. Here is full of love. Here is your best place to deeply explore the life in Boston."
892,"The room is clean and the bathroom is very well done. All the amenities were readily available and we had a fine, private stay at Terry's airbnb. Highly recommended for perusing Boston."
893,Allison's apartment was great--very clean and located in a great neighborhood close to public transportation (and the beach!). We would definitely stay here again.
894,The reservation was canceled 13 days before arrival. This is an automated posting.
895,"I have now stayed with Marc at 315-A on several occasions and remain impressed with Marc's commitment to maintaining a clean and welcoming living space. Aside from Marc's personal space, the gym on the 20th floor is more than adequate and the common area complete with access to outdoor grills, big screen TVs, and a quality pool table make staying here a no brainer. Definitely a 5 star host and 5 star accommodations. "
896,"The apartment is really nice, we were 6 people and had no problem of space. Emmanuel is really helpuful and was always avalaible during the process of reservation. We had a wonderful stay in Jamaica Plain, even if the subway it is not really close having a nice walk through the neighborhood was great (see the pond it is really close and it's amazing). 
  "
897,"Wonderful hosts, amazing accommodations, extremely comfortable, clean, and close to everything!  Healthy snacks and drinks were available which came in handy early in the morning!  I highly recommend staying here, it is close to everything and easy access to where ever you want to go.  Beautiful home in a great neighborhood! It will be unlikely to match this experience.  Everything was perfect!"
898,"I rent Christina's flat for 5 night for a scientific meeting My boss and me attended in Boston.
It is very comfortable, spacious and clean with bed and toilet linen, brochure about Boston and all the possible  information you need inside the flat.
The neighborhood is nice and not dangerous, the flat is near to Prudential centre and Back Bay. Boston is small and in few minutes you could reach every historical o commercial sites by subway or on walk. I'm happy about my choise!
Thank Christina"
899,"The directions were perfect and we found the place easily. The room and bed was clean, comfortable. Totally recommend."
900,"I shared a common space with a delightful family from China, an airline pilot, his wife (working on a PhD at Harvard), their new baby, and the wife's parents. We shared stories and they were ever so kind and considerate.

Soledad went out of her way to be accommodating. Since I live in Mexico, I usually stock up on hard to get items when I visit the US. Soledad took 2 hrs. of her own personal time to take me around to various stores, which I never would have found on my own!

I found the room quite comfortable, good cross ventilation, a ceiling fan, and adequate lighting. The place itself was very clean and everything in good repair. I would definitely stay here again, and would highly recommend it to anyone else :>)"
901,A wonderful place to stay in Boston! I definetely would like to stay there again! 
902,The host was gone the whole time while I was there but he was very accommodating. Nice quiet neighborhood with a 25 minute walk to the green line. 
903,The room was quiet and the location was nice.  Good place to stay for a night or two in Boston.
904,"The studio was a great choice, very welcoming, spacious, well decorated and equipment and most importantly in an exceptional location by Copley Square. Julie was great to work with as the trip to Boston was spur of the moment. "
905,"Jon and Margrit were very welcoming and helpful hosts. Their room was comfortable, quiet and clean. We appreciated the thoughtful breakfast of fruit and fresh bagels in the morning. The building is old but is undergoing restoration as are many of the buildings in this Jamaica Plain neighborhood."
906,"The apartment was big, bright, clean and comfortable; Churchill Suites provided toiletry kits for our group as well as coffee, tea, and other useful items. The location is fantastic: one block from Fenway, close to shopping and restaurants/bars and the T. Would highly recommend. "
907,"The listing was absolutly accurate, and the photos don't do the place justice - we had a great stay, the location is spot on. The place was clean, tidy and had everything we could need, the beds were extremely comfortable. Can't recommend this place enough."
908,"Ray was a lovely host. He greeted us in his apartment in Jamaica Plaid to show us around. The listing includes a private room in his apartment, everything else is shared with the host. We hardly see each other afterwards because of our busy schedule, nonetheless he works nearby is available via phone all the times if necessary. 

Jamaica Plaid is a nice neighborhood with lots of restaurants and cafes. It is great for outdoor activities (nearby Jamaica Pond) and not to far from the city center (25-35min using the bus or subway). 

Couldn't imaging a better place to stay."
909,"We highly recommend staying at Sam's lovely brownstone apartment. When we arrived, she had everything set up to meet our needs. She had bagels, cream cheese, and beer in the refrigerator to greet us. In addition, she provided us with toiletries and information regarding parking and transportation. The description of the apartment was accurate and the neighborhood was conveniently located. There was a  Whole Foods supermarket up the block as well as Dunkin Donuts.  The subway was across the street and to our surprise was not loud at night."
910,"The listing was very accurate and this apartment was perfect for our family of 5.  The location was great in a very safe neighborhood, close to public transportation.  We had a great stay and would highly recommend this as a must stay."
911,"This apartment was fantastic, in a great location in the North End close to many many restaurants, bars and grocers. It was very cosy, clean and quite spacious. Jose responded to all our inquiries promptly and made the check in/out process really easy. We would definitely stay here again."
912,The stay was just perfect! Beautiful room and relaxed atmosphere! Will definitely stay again. I had to change the date of our stay and Barney was more than accommodating.
913,"Sarah is a very charming person. The location of the house is great as the bus station is ""at the door step"" and you can take a bus to virtually everywhere in Boston area. The room and the facilities are also very good. Definitely recommend this add!"
914,Amazing stay. steve was a very friendly nan and felt very comfortable in his home 
915,Meghan was an awesome host and staying in her home while in Boston was an absolute pleasure.  Her home is filled with beautiful objects and art which makes it a charming and welcoming space.  She also thought of every detail to make our stay as comfortable and enjoyable as possible.  From the simple light breakfast and coffee she set out for us in the morning to suggestions on places that we should visit ....everything was perfect!  
916,"The host wasn't there for the duration of my stay, and it needs to be pointed out that this is a listing for a room in a house that functions to all intents and purposes like a hostel, when I stayed the five rooms (all for air bnb) were each being let out, mostly to couples. With there being only one bathroom, and couples being annoying, this was a little overbearing and it wasn't quite clear in the air bnb advert that the listing is more of a boarding house. 

That being said, it was an exceptional time of the year (NYE) and I can't fault the room itself or the house facilities. The kitchen was a joy to use and I felt comfortable cooking there. It was warm and the bed was comfortable and private. The other people staying were very nice and all travelling through from different parts of the world. If you are looking for a social experience more similar to a hostel, this is for you. Also great for couples. 

The neighbourhood is surprisingly friendly and nice for an airport locale, with a giant supermarket a pleasant and short walk away, some restaurants and the ubiquitous Dunkin' Donuts. 

All in all a useful spot to know and I would consider returning if I was in the Boston area and wanted somewhere that was specifically close the airport. "
917,"The apartment was exactly as advertised (if anything, it's bigger than suggested by the pics), and was extremely comfortable for two of us.

The location was fantastic- in the heart of Beacon Hill and a short walk to Boston Common, the Public Garden, Newbury Street, the Esplanade and the North End. 

As a host Galen was fantastic. Great, prompt communication in advance of and during our stay. Arrangements for arrival and departure were flexible. 

Would definitely recommend and would hope to stay in Galen's apartment next time we're in Boston. "
918,Perfect area to visit Boston. Very quiet.
919,"Jeff was a great host. I never used Airbnb before so he walked me through the logistics of booking. He was very responsive. We arrived about 3-4 hours later then we expected because of traffic, Jeff was very accommodating and we were able to retrieve the keys when we arrived. The size of the apartment is perfect for 2 people, 4 may become a bit cramped. The cable was not working during our stay, but we did not spend much time in the apartment. Jeff was aware of the cable and offered us Amazon Fire. The furniture and atmosphere of the apartment was very modern and welcoming. The couch bed was extremely comfortable and we were left sheets and a comforter, which is important! The location of the apartment was perfect for everything we wanted to enjoy in Boston! All around - Great Stay! Also - Dunkin Donuts, 7-Eleven, and CVS were located right at the corner!"
920,"I needed a place near the Hynes Convention Center and Newberry St., so Kayla's place was in the perfect location.  Easy walk to both locations and on Commonwealth Ave right down the street from the Harvard Club near Berklee College.  The room was clean and very eclectic, befitting a college student vibe.  Kayla shares her apartment with two roommates, and although I wasn't there for very long they seemed easy to get along with.  Kayla wasn't around but was very responsive via text.  My only complaint was although Kayla's room was  clean, the shared spaces were as clean as you would expect college students to be. "
921,"Ravi was a great man and his apartment was located at the best location in Boston. We went to Fenway Park to see Red Sox game and we could just walked back to Ravi's apartment. Copley station was the nearest T station and just a few minutes away. We had a great time here. Thanks, Ravi. We loved Boston."
922,"great neighborhood, host was wonderful, description of property as described....."
923,"We arrived the day after Boston Marathon, so the mood of the city was very sad. However, Kim appartment was a shelter in this city and we loved her place. It is as described in the picture in the most beautiful street in Back Bay (hence in Boston), very close to Newbury Street, Whole Food Markets is a few blocks away. 
This place was charming and despite the events, we had a great time in Boston thanks to Kim.
Moreover, for a foreigner having a phone line on which you can be called from the outside is clearly an asset.
Kim was wonderful with us and sent us the keys of her appartment to another airbnb host before our arrival (as we were away from our home), we was very responsive, very nice and was very worried about us given the events.
I would definitely recommend Kim and her appartment to anyone!
"
924,The reservation was canceled 7 days before arrival. This is an automated posting.
925,"Amazingly charming suite, great location to visit Boston. Close to the Freedom trail in Charlestown. Highly recommended

Thanks for everything again"
926,"The neighborhood is fabulous and the apartment fits right in. My friend and I were extremely comfortable in this lovely, luxurious place. The front rooms were filled with natural light and the bedrooms were cozy and quiet. The apartment is on a popular, well-traveled street but it was not noisy at all and felt very private. 

The kitchen was well-equipped and the amenities reflected a thoughtfulness about what guests might want and need.

Jason was very easy to communicate with."
927,Sean was a fantastic host! He was responsive and communicated well. I thoroughly enjoyed my stay in the studio. Coffee shops and stores nearby. Public transportation is just a short walk away. You can get around Boston from the apt with such ease! I will definitely check this place out again when I make my way back to Boston!      
928,"Meghan is cool, the room is comfy. It's a very good address in Boston !"
929,Shelley made it very easy to reach the house. She was quick in answering questions on phone and email. I had to catch T and the station was at a 6 min walk. The bus stop is also very near to the house. There are lot of eating joints nearby so no problem at late nights as well. 
930,"nice, clean, well organised!"
931,Very good experience and one of the best places I've stayed in. Not one of the best days in terms of weather but it was relaxing to be able to just stay in for the night and watch movies. The cat was the best part.
932,"Excellent location, ideal for getting around on the subway (next to Charles town stop) apartment was very clean and excellent communication. Perfect studio. "
933,"Easy coordination of our arrival time, easy, clear, simple house guidelines that we loved. Instant restocking of the coffee when it got low. Super clean and nice. 
Mike and Nina were great. "
934,"Pros: Very good location
Cons: Host was not responsive at all. Did not leave instructions despite my repeated emails & calls. When we showed up at the door we still had not received instructions on how to get the key. Internet was not working & was not fixed during our stay. We requested for a 3rd bed and the host promised to send sheets, etc. over by night time. However, when we got home at 9-10 pm the sheets were still not there and we had to call Sean again. Place was not well maintained."
935,"Soledad was really kind. Even though we just met her on our last day, she guided us through our stay with kind notes. The apartment was nice decorated and we met nice people. Our room was big enough and everything was really clean. Only the bed was for us tall Germans a bit small. But all in all we have to stay that we had a fantastic stay in Boston. "
936,"I recently had the opportunity to travel to Boston for a convention.  Rather than stay onsite at the Hynes Convention Center I chose to stay in Jjs Beacon Hill apartment and take the subway to Hynes.  Jjs place is a nicely renovated space (modern appliances, updated kitchen and bathroom fixtures) in a classic row house.  The apartment is professionally cleaned and I found it to be well appointed.  The nearby market allowed me to have peaceful breakfasts in the apartment before joining my fellow conventioneers.  The apartment location provides great walking access to downtown Boston while further locations are readily accessed from the nearby subway stop.  Jj was prompt to address all of my questions and was reasonable in addressing my requests.  It's hosts like Jj that make Airbnb work so well."
937,"Everything about this apartment was fantastic.  The location was perfect, the front desk staff went over the top to make sure our stay was special.  I would definitely stay here again, and would recommend this apartment to everyone.  A perfect location to experience Boston.  We bumped into an employee of Churchill who was extremely friendly and showed a lot of concern for our apartment.  He wanted our stay to be perfect."
938,We had a great stay! The room was clean and self sufficient. You can't beat the location as it is within walking distance to all popular sites as well as restaurants and shopping. Very safe and love the building and rooftop terrace!!
939,"Joe couldn't have done enough for me. I booked at the last minute, he helped me with my bags, sorted out a few necessities, great customer service."
940,"Hans's apartment was great - very spacious with high ceilings and a lovely roofdeck. It also has good high-speed internet access and a truly massive widescreen TV with many cable channels included (it was fantastic to watch some World Cup games on it!). 

We did have a bit of confusion initially over the parking situation, but Hans has since made a note in the listing making it clear that free parking is not available on-site, though he can provide it in a nearby garage for $100/week, which is a good deal for the area. We also did find that there was street parking (with a 2-hour limit during the day) often available just a few doors down from the apartment and were able to use that when bringing in groceries and such. 

I would definitely stay here again if its available the next time I'm in town! "
941,"Vanya's place was perfect. Clean, comfortable, bright, and super convenient being so close to the T. Vanya was also easy to communicate with and flexible with check in/out times. We had a great stay!"
942,The neighborhood was very nice. I had several flight delays and got into Boston much later than I expected. The 24 hour key service was very prompt and got me set up in no time. Tiffany had arranged printed material for me so that I could get around the next morning. The room worked really well for my needs. 
943,"Very friendly and gracious host , because the train we took was late ,we arrived after 1:00 a.m , Maggie waitted for us so late and taught us how to use laundry and charge the card etc. .the flat is great location ,just next the state house and Boston Common ,very convenient to go anywhere! the first floor of the building there are  a convenience and an Italian restautant and a Japanese restaurant ,really very convenient .the neighbourhood of course is very safe. the room is clean and there are anything you may need ,the bed is also very comfortable , my daughter and I enjoyed our stay very much ."
944,"Mauricio's place is located in Brighton, in a quiet and nice area. He is a generous and good host and I would absolutely reccommend his flat to a friend. There is a nice area for walking and nearby is Thai North which is perhaps the best asian restaurant I have ever visited. Inexpensive too. On the down side, there are few in any grocery shops or a trainstation nearby. We used Uber to get around and found this was an excellent solution. All in all, I was happy with the stay. "
945,Meeting Soledad was a delight! She obviously goes above & beyond to welcome guests & to make sure her & Rodrigo's places are nice & clean. The room I had was bigger than I thought it would be & the location was perfect in getting to different Boston locations. I highly recommend this space for future Air BnBers. 
946,"Exactly what I expected...great location, clean apartment, and Sean was very accommodating. "
947,"Michelle was amazing! Any questions we had, she had the answer.  She was great to work with."
948,"I could not have asked for a better host. She always made me feel at home from the first day. She was fast replying airbnb emails and was there when I arrived. The room was extremely clean and she even had towels, shampoo and hand soap ready. She is very proud of Boston and suggested great places and restaurants to go. I highly recommend Suzy. I truly think my stay in Boston would not have been better in a 400 dollar per night hotel. My conference took place in the Hynes convention center and from her house it only took me 2 mins to walk to it. The house is located in a very safe neighborhood. There is a great view of Boston from the room. Internet worked perfectly. In summary, I am so glad I stayed there and if I ever have to go to Boston for another conference I will stay there again."
949,The overall experience was positive.  
950,"We were rather disappointed with this accommodatiion. The host did not even meet us, but left rather complicated instructions to access the keys to the apartment.  We did not meet the host at all during our stay, or even hear from him as to how we were getting on.  The apartment was somewhat shabby, and not really like the image indicated, as this only showed a small corner of one room.  The kitchen was tiny, and although quite well equipped, it badly needed redecoration and a good clean. In addition, the apartment backed onto a yard with three dumpsters, and on 4 occasions we were awakened early in the morning by the noise of the dumpsters being emptied."
951,This was my first time using airbnb but I had a great experience! A friend of mine and I stayed with Ben and Molly. They were great hosts! The room was nice and they had anything you could think to need available even in the bathroom. The fridge had tons of breakfast things as well. They were very helpful with things to do and very friendly. The T (subway) for transportation is a close walk as well. Their kitty was a sweetheart! I highly recommend them!
952,"Listing accurate, clean and well kept apartment. Neighborhood lively and conveniently located. Owner was extremely helpful and available for questions. "
953,The house/room is very good in terms of both location (2/3 mins by foot to T) and interior. Also Nathan takes good care and helped me move in.  
954,Excellent stay.  My in-laws have often used AirBnB when coming to visit and they felt that Damon's place was one of the best that they have stayed in.  Highly recommended.
955,"disgusting, disappointed, dirty. The two matress were disgusting and uncomfortable. The bathroom I can't explain it. In the fridge was some old food. Before we arrive we inform Sean that we would like to use the two beds. When we arrive, we dont find sheets for the seconf bed and we ask Sean what can we do, and he say we can go to find him somewhere and he can give us all what we need. This is service? The idea of Airbnb is ""feel like at home"", but here I can only say ""better go to the hostel/hotel"". I can't recommend it. If you read the comments from other peolple you find that a lot of them say the same like me. "
956,"I felt welcomed and picture is just as described. Perfect place to sleep after going sight seeing Boston. 10-15 minute walk from the Orange line made it convenient and it is also about a 15-20 min subway ride to Quincy market. Joe left the keys where he said he was going to leave them and everything went smooth. Good communication. Perfect place for an economic budget, will definitely stay again."
957,Franklin was a great host and very communicative in the lead up to our stay. The location of the apartment was excellent and it was exactly as it appears in the photos. 
958,"This has been a gorgeous stay, for me this has been a very good presence here, very beautiful house and apartment, I hope i will come back to Boston and if i do i will 100% try to get room there again 
Very good and nice people"
959,"The woman who is the permanent resident/renter was there to welcome us. She was friendly and showed us around. This is a very plain apt. - no frills - and the neighborhood is somewhat seedy, but not dangerous. Many homes have peeling paint, trash in back yards, things in disrepair, weeds growing in sidewalk. "
960,"Molly and Ben are everything and MORE that you could hope for in a host!  They are a bright, delightful couple who are eager to make your stay in Boston a memorable one.  The bedroom and private bathroom is immaculate and they made us feel right at home.  There is a small refrigerator with breakfast items (eggs, cereals, fruit, juices, yogurt, tea, toast, jams).  They are a short walk to the Maverick Station on the Blue Line, making it easy to get just about anywhere.  They helped us get discount tickets to the P-town ferry and to the Aquarium.  We would stay with them in a heartbeat!  Thanks, Ben & Molly!!!"
961,"Thoroughly enjoyed our time in this wonderful house and had the pleasure of meeting Robin & Victoria.
Had never done Airbnb before and the concept of letting yourself in and making yourself at home seemed a little strange to begin with, however Robin kept us informed via text.
The area is great for eating and exploring and has a real community spirit. Transport links are also good. Would definitely stay here again."
962,"Ed was a great host who made our group very welcome. He met us on arrival to show us how the apartment worked and was a mine of local information about local shopping and restaurants. The apartment was exactly as described, very spacious ,clean and well set up. The area is ideal for easy access to the heart of the city and has lots of good restaurants nearby. We could walk everywhere- we used the parking available at the apartment which was extremely convenient."
963,"I had a delightful stay at Chris & Kristina's.

I came in late in the evening and Kristina was very receptive and welcoming. I had no problem to communicate with her whatsoever, very quick on the texting trigger - haha!
Very great place, pictures are the reality, very cozy, trendy, lovely and calm area everything you need is there in a walk. I shall book it every time I'll head to Boston, oh oui!

Merci beaucoup pour tout!"
964,"I stayed with Irina for 4 nights, the apartment is perfect, and very homely. Irina was also a great host, we spent time talking about things to do in the city, places to eat, and she showed me some great views of the city at night. I had a brilliant time in the city and it was made even better by the great Accomodation and host. Thanks Irina!"
965,"Susan was *extremely* rude to my girlfriend and I. She did not inform me that there would be construction during our stay - she did, however, demand that I pay her an extra $20/night in cash. When I declined, she incessantly harassed us; it got to the point that we had to leave one night early (despite already having paid) and we would have contacted the local authorities were it not for help from the AirBNB trust and safety team. If she makes a similar demand from you, do NOT oblige it - report her to AirBNB and leave *immediately*"
966,"  Francine was a wondeful host.She gave us very good instruction about restaurant.And she was warm and friendly to us.Her husband was funny.we were pleased that we spent such a good time in Boston. If we go to Boston,we'll choose to enjoy Francine's room."
967,"The room was clean and it was big, it's near to the bus and subway. We met Taskin and he helped us without problem with our duds"
968,my stay was really comfortable...i felt completely at home ....beats staying at a hotel. very easygoing and considerate host. thanks brendan
969,"Was really disappointed with the state of the apartment...there were dirty underwear on the sofa, all the sheets were piled on the floor and since we got in so late, we didnt have time to wash them.  We werent even sure if they were clean or not.  No hand soap in the bathroom, a box of toilet paper in the middle of the living room.  

Awesome location, a fine apartment, just pretty rude to leave it like that for paying guests.  "
970,"Will and Coli were very communicate before the trip and extremely welcoming when I arrived. They are friendly and helpful, and the room is clean with a private bath. I would not hesitate to stay here again!"
971,"This was my first experience with Airbnb and it was good. The apartment is in a good location. T and bus stop are only 5 minutes away and going to places couldn't be easier. Kate is such a great host. She was very accomodating - easy check-in and check-out, she even took my for a little tour around the area! "
972,"Staying at Susan and Steve's cottage was a lovely experience! My husband and I were in town visiting Cambridge. The cottage is quaint and well-appointed, and conveniently located to  everything.  Susan and Steve welcomed us as old friends. What a fun vacation! "
973,"Terrible room.
Don't go there..."
974,"Great location, really in the heart of the city and walkable from all of the key areas.  The room was clean and the house was really quiet.  Robert provided me with a key to come and go which was great, and gave me a run down of the area and some really useful local insider info."
975,"Room was clean enough, however outside the room was a mess with plates piled high, trash on the floor probably from his other 3 roommates. Bathroom had dirty towels everywhere. Location is good, host friendly. "
